_screen_index,database,evaluation_file,screening_id,screening_title,status,matched_title,best_candidate_title,best_candidate_doi,match_method,match_score,margin
348,IEEE,IEEE_S1_batch_341-360.jsonl,11137773,Transferable Modeling Strategies for Low-Resource LLM Tasks: A Prompt and Alignment-Based Approach,MATCHED,Transferable Modeling Strategies for Low-Resource LLM Tasks: A Prompt and Alignment-Based Approach,Transferable Modeling Strategies for Low-Resource LLM Tasks: A Prompt and Alignment-Based Approach,10.1109/icaita67588.2025.11137773,ID_EXACT,1.0,
349,IEEE,IEEE_S1_batch_341-360.jsonl,11140522,From Transaction to Transformation: AI and Machine Learning in FinTech,MATCHED,From Transaction to Transformation: AI and Machine Learning in FinTech,From Transaction to Transformation: AI and Machine Learning in FinTech,10.1109/icsc65596.2025.11140522,ID_EXACT,1.0,
350,IEEE,IEEE_S1_batch_341-360.jsonl,11128119,Jailbreaking LLM-Controlled Robots,MATCHED,Jailbreaking LLM-Controlled Robots,Jailbreaking LLM-Controlled Robots,10.1109/icra55743.2025.11128119,ID_EXACT,1.0,
351,IEEE,IEEE_S1_batch_341-360.jsonl,11130138,A Novel GNN-based Approach for Detection of Prompt Injection Attacks,MATCHED,A Novel GNN-based Approach for Detection of Prompt Injection Attacks,A Novel GNN-based Approach for Detection of Prompt Injection Attacks,10.1109/csr64739.2025.11130138,ID_EXACT,1.0,
352,IEEE,IEEE_S1_batch_341-360.jsonl,11126597,Fine-tuned Large Language Models (LLMs): Improved Prompt Injection Attacks Detection,MATCHED,Fine-tuned Large Language Models (LLMs): Improved Prompt Injection Attacks Detection,Fine-tuned Large Language Models (LLMs): Improved Prompt Injection Attacks Detection,10.1109/compsac65507.2025.00134,ID_EXACT,1.0,
353,IEEE,IEEE_S1_batch_341-360.jsonl,11126149,Practical Integration of Large Language Models into Enterprise CI/CD Pipelines for Security Policy Validation: An Industry-Focused Evaluation,MATCHED,Practical Integration of Large Language Models into Enterprise CI/CD Pipelines for Security Policy Validation: An Industry-Focused Evaluation,Practical Integration of Large Language Models into Enterprise CI/CD Pipelines for Security Policy Validation: An Industry-Focused Evaluation,10.1109/sose67019.2025.00027,ID_EXACT,1.0,
354,IEEE,IEEE_S1_batch_341-360.jsonl,11127221,"A Survey of Attacks on Large Vision–Language Models: Resources, Advances, and Future Trends",MATCHED,"A Survey of Attacks on Large Vision–Language Models: Resources, Advances, and Future Trends","A Survey of Attacks on Large Vision–Language Models: Resources, Advances, and Future Trends",10.1109/tnnls.2025.3592935,ID_EXACT,1.0,
355,IEEE,IEEE_S1_batch_341-360.jsonl,11126090,Fast and Controllable Bias-Guided Jailbreak Attack on Large Language Models,MATCHED,Fast and Controllable Bias-Guided Jailbreak Attack on Large Language Models,Fast and Controllable Bias-Guided Jailbreak Attack on Large Language Models,10.1109/jiot.2025.3599199,ID_EXACT,1.0,
356,IEEE,IEEE_S1_batch_341-360.jsonl,11124871,ShellBox: Adversarially Enhanced LLM-Interactive Honeypot Framework,MATCHED,ShellBox: Adversarially Enhanced LLM-Interactive Honeypot Framework,ShellBox: Adversarially Enhanced LLM-Interactive Honeypot Framework,10.1109/access.2025.3598779,ID_EXACT,1.0,
357,IEEE,IEEE_S1_batch_341-360.jsonl,11092928,Playing the Fool: Jailbreaking LLMs and Multimodal LLMs with Out-of-Distribution Strategy,MATCHED,Playing the Fool: Jailbreaking LLMs and Multimodal LLMs with Out-of-Distribution Strategy,Playing the Fool: Jailbreaking LLMs and Multimodal LLMs with Out-of-Distribution Strategy,10.1109/cvpr52734.2025.02786,ID_EXACT,1.0,
358,IEEE,IEEE_S1_batch_341-360.jsonl,11094690,Distraction is All You Need for Multimodal Large Language Model Jailbreaking,MATCHED,Distraction is All You Need for Multimodal Large Language Model Jailbreaking,Distraction is All You Need for Multimodal Large Language Model Jailbreaking,10.1109/cvpr52734.2025.00884,ID_EXACT,1.0,
359,IEEE,IEEE_S1_batch_341-360.jsonl,11092746,Immune: Improving Safety Against Jailbreaks in Multi-modal LLMs via Inference-Time Alignment,MATCHED,Immune: Improving Safety Against Jailbreaks in Multi-modal LLMs via Inference-Time Alignment,Immune: Improving Safety Against Jailbreaks in Multi-modal LLMs via Inference-Time Alignment,10.1109/cvpr52734.2025.02331,ID_EXACT,1.0,
360,IEEE,IEEE_S1_batch_361-380.jsonl,11103606,Hybrid Constitutional Classifiers for Prompt Injection Defense,MATCHED,Hybrid Constitutional Classifiers for Prompt Injection Defense,Hybrid Constitutional Classifiers for Prompt Injection Defense,10.1109/eit64391.2025.11103606,ID_EXACT,1.0,
361,IEEE,IEEE_S1_batch_361-380.jsonl,11108294,From Prompts to Motors: Man-in-the-Middle Attacks on LLM-Enabled Vacuum Robots,MATCHED,From Prompts to Motors: Man-in-the-Middle Attacks on LLM-Enabled Vacuum Robots,From Prompts to Motors: Man-in-the-Middle Attacks on LLM-Enabled Vacuum Robots,10.1109/access.2025.3595424,ID_EXACT,1.0,
362,IEEE,IEEE_S1_batch_361-380.jsonl,11105403,Quantization-Based Jailbreaking Vulnerability Analysis: A Study on Performance and Safety of the Llama3-8B-Instruct Model,MATCHED,Quantization-Based Jailbreaking Vulnerability Analysis: A Study on Performance and Safety of the Llama3-8B-Instruct Model,Quantization-Based Jailbreaking Vulnerability Analysis: A Study on Performance and Safety of the Llama3-8B-Instruct Model,10.1109/access.2025.3594287,ID_EXACT,1.0,
363,IEEE,IEEE_S1_batch_361-380.jsonl,11095693,Improving LLM Outputs Against Jailbreak Attacks With Expert Model Integration,MATCHED,Improving LLM Outputs Against Jailbreak Attacks With Expert Model Integration,Improving LLM Outputs Against Jailbreak Attacks With Expert Model Integration,10.1109/access.2025.3592458,ID_EXACT,1.0,
364,IEEE,IEEE_S1_batch_361-380.jsonl,11082550,The Dangerous Effects of a Frustratingly Easy LLMs Jailbreak Attack,MATCHED,The Dangerous Effects of a Frustratingly Easy LLMs Jailbreak Attack,The Dangerous Effects of a Frustratingly Easy LLMs Jailbreak Attack,10.1109/access.2025.3589112,ID_EXACT,1.0,
365,IEEE,IEEE_S1_batch_361-380.jsonl,11075247,Disrupting Large Language Models with Hidden Prompt Injection Attacks Embedded in HTML Pages,MATCHED,Disrupting Large Language Models with Hidden Prompt Injection Attacks Embedded in HTML Pages,Disrupting Large Language Models with Hidden Prompt Injection Attacks Embedded in HTML Pages,10.1109/optim-acemp62776.2025.11075247,ID_EXACT,1.0,
366,IEEE,IEEE_S1_batch_361-380.jsonl,11071619,Audio Jailbreak Attacks: Exposing Vulnerabilities in SpeechGPT in a White-Box Framework,MATCHED,Audio Jailbreak Attacks: Exposing Vulnerabilities in SpeechGPT in a White-Box Framework,Audio Jailbreak Attacks: Exposing Vulnerabilities in SpeechGPT in a White-Box Framework,10.1109/dsn-w65791.2025.00074,ID_EXACT,1.0,
367,IEEE,IEEE_S1_batch_361-380.jsonl,11064209,Prompt Injection in Large Language Model Exploitation: A Security Perspective,MATCHED,Prompt Injection in Large Language Model Exploitation: A Security Perspective,Prompt Injection in Large Language Model Exploitation: A Security Perspective,10.1109/iceccc65144.2025.11064209,ID_EXACT,1.0,
368,IEEE,IEEE_S1_batch_361-380.jsonl,11065135,JailSmash: Lightweight Jailbreaking of LLM Applications on Android Smartphones,MATCHED,JailSmash: Lightweight Jailbreaking of LLM Applications on Android Smartphones,JailSmash: Lightweight Jailbreaking of LLM Applications on Android Smartphones,10.1109/cisce65916.2025.11065135,ID_EXACT,1.0,
369,IEEE,IEEE_S1_batch_361-380.jsonl,11068353,To Protect the LLM Agent Against the Prompt Injection Attack with Polymorphic Prompt,MATCHED,To Protect the LLM Agent Against the Prompt Injection Attack with Polymorphic Prompt,To Protect the LLM Agent Against the Prompt Injection Attack with Polymorphic Prompt,10.1109/dsn-s65789.2025.00037,ID_EXACT,1.0,
370,IEEE,IEEE_S1_batch_361-380.jsonl,11068382,Jailbreaking Generative AI: Empowering Novices to Conduct Phishing Attacks,MATCHED,Jailbreaking Generative AI: Empowering Novices to Conduct Phishing Attacks,Jailbreaking Generative AI: Empowering Novices to Conduct Phishing Attacks,10.1109/dsn-s65789.2025.00022,ID_EXACT,1.0,
371,IEEE,IEEE_S1_batch_361-380.jsonl,11050591,GenAI Security: Outsmarting the Bots with a Proactive Testing Framework,MATCHED,GenAI Security: Outsmarting the Bots with a Proactive Testing Framework,GenAI Security: Outsmarting the Bots with a Proactive Testing Framework,10.1109/cai64502.2025.00112,ID_EXACT,1.0,
372,IEEE,IEEE_S1_batch_361-380.jsonl,11050782,Continuous Embedding Attacks via Clipped Inputs in Jailbreaking Large Language Models,MATCHED,Continuous Embedding Attacks via Clipped Inputs in Jailbreaking Large Language Models,Continuous Embedding Attacks via Clipped Inputs in Jailbreaking Large Language Models,10.1109/spw67851.2025.00038,ID_EXACT,1.0,
373,IEEE,IEEE_S1_batch_361-380.jsonl,11050841,Enhancing Jailbreak Resistance in Large Language Models Using Model Merge,MATCHED,Enhancing Jailbreak Resistance in Large Language Models Using Model Merge,Enhancing Jailbreak Resistance in Large Language Models Using Model Merge,10.1109/spw67851.2025.00015,ID_EXACT,1.0,
374,IEEE,IEEE_S1_batch_361-380.jsonl,11047880,Automatically Generated Multi-Agent Framework for Jailbreaking Large Language Models,MATCHED,Automatically Generated Multi-Agent Framework for Jailbreaking Large Language Models,Automatically Generated Multi-Agent Framework for Jailbreaking Large Language Models,10.1109/aiita65135.2025.11047880,ID_EXACT,1.0,
375,IEEE,IEEE_S1_batch_361-380.jsonl,11044762,Adversarial Prompt Filtering Based on Societal Risk,MATCHED,Adversarial Prompt Filtering Based on Societal Risk,Adversarial Prompt Filtering Based on Societal Risk,10.1109/ccgridw65158.2025.00043,ID_EXACT,1.0,
376,IEEE,IEEE_S1_batch_361-380.jsonl,11059299,Jailbreak Vision Language Models via Bi-Modal Adversarial Prompt,MATCHED,Jailbreak Vision Language Models via Bi-Modal Adversarial Prompt,Jailbreak Vision Language Models via Bi-Modal Adversarial Prompt,10.1109/tifs.2025.3583249,ID_EXACT,1.0,
377,IEEE,IEEE_S1_batch_361-380.jsonl,11053836,Meticulous Thought Defender: Fine-Grained Chain-of-Thought (CoT) for Detecting Prompt Injection Attacks of Large Language Models,MATCHED,Meticulous Thought Defender: Fine-Grained Chain-of-Thought (CoT) for Detecting Prompt Injection Attacks of Large Language Models,Meticulous Thought Defender: Fine-Grained Chain-of-Thought (CoT) for Detecting Prompt Injection Attacks of Large Language Models,10.1109/access.2025.3583759,ID_EXACT,1.0,
378,IEEE,IEEE_S1_batch_361-380.jsonl,11035508,Adversarial Paraphrase Substitution: Jailbreak Attacks on Text-to-Image Diffusion Models,MATCHED,Adversarial Paraphrase Substitution: Jailbreak Attacks on Text-to-Image Diffusion Models,Adversarial Paraphrase Substitution: Jailbreak Attacks on Text-to-Image Diffusion Models,10.1109/ainit65432.2025.11035508,ID_EXACT,1.0,
379,IEEE,IEEE_S1_batch_361-380.jsonl,11033427,A Jailbreak Prompt Detector Based on Selective Perturbation and Contrastive Learning,MATCHED,A Jailbreak Prompt Detector Based on Selective Perturbation and Contrastive Learning,A Jailbreak Prompt Detector Based on Selective Perturbation and Contrastive Learning,10.1109/cscwd64889.2025.11033427,ID_EXACT,1.0,
380,IEEE,IEEE_S1_batch_381-400.jsonl,11033375,DS-GCG: Enhancing LLM Jailbreaks with Token Suppression and Induction Dual-Strategy,MATCHED,DS-GCG: Enhancing LLM Jailbreaks with Token Suppression and Induction Dual-Strategy,DS-GCG: Enhancing LLM Jailbreaks with Token Suppression and Induction Dual-Strategy,10.1109/cscwd64889.2025.11033375,ID_EXACT,1.0,
381,IEEE,IEEE_S1_batch_381-400.jsonl,11029795,Understanding the Effectiveness of Coverage Criteria for Large Language Models: A Special Angle from Jailbreak Attacks,MATCHED,Understanding the Effectiveness of Coverage Criteria for Large Language Models: A Special Angle from Jailbreak Attacks,Understanding the Effectiveness of Coverage Criteria for Large Language Models: A Special Angle from Jailbreak Attacks,10.1109/icse55347.2025.00209,ID_EXACT,1.0,
382,IEEE,IEEE_S1_batch_381-400.jsonl,11029790,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,MATCHED,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,10.1109/icse55347.2025.00007,ID_EXACT,1.0,
383,IEEE,IEEE_S1_batch_381-400.jsonl,11036671,JailbreakTracer: Explainable Detection of Jailbreaking Prompts in LLMs Using Synthetic Data Generation,MATCHED,JailbreakTracer: Explainable Detection of Jailbreaking Prompts in LLMs Using Synthetic Data Generation,JailbreakTracer: Explainable Detection of Jailbreaking Prompts in LLMs Using Synthetic Data Generation,10.1109/access.2025.3579996,ID_EXACT,1.0,
384,IEEE,IEEE_S1_batch_381-400.jsonl,11023298,Fuzz-Testing Meets LLM-Based Agents: An Automated and Efficient Framework for Jailbreaking Text-to-Image Generation Models,MATCHED,Fuzz-Testing Meets LLM-Based Agents: An Automated and Efficient Framework for Jailbreaking Text-to-Image Generation Models,Fuzz-Testing Meets LLM-Based Agents: An Automated and Efficient Framework for Jailbreaking Text-to-Image Generation Models,10.1109/sp61157.2025.00119,ID_EXACT,1.0,
385,IEEE,IEEE_S1_batch_381-400.jsonl,11023476,DataSentinel: A Game-Theoretic Detection of Prompt Injection Attacks,MATCHED,DataSentinel: A Game-Theoretic Detection of Prompt Injection Attacks,DataSentinel: A Game-Theoretic Detection of Prompt Injection Attacks,10.1109/sp61157.2025.00250,ID_EXACT,1.0,
386,IEEE,IEEE_S1_batch_381-400.jsonl,11023405,Fun-tuning: Characterizing the Vulnerability of Proprietary LLMs to Optimization-Based Prompt Injection Attacks via the Fine-Tuning Interface,MATCHED,Fun-tuning: Characterizing the Vulnerability of Proprietary LLMs to Optimization-Based Prompt Injection Attacks via the Fine-Tuning Interface,Fun-tuning: Characterizing the Vulnerability of Proprietary LLMs to Optimization-Based Prompt Injection Attacks via the Fine-Tuning Interface,10.1109/sp61157.2025.00121,ID_EXACT,1.0,
387,IEEE,IEEE_S1_batch_381-400.jsonl,11029997,Safeguarding LLM-Applications: Specify or Train?,MATCHED,Safeguarding LLM-Applications: Specify or Train?,Safeguarding LLM-Applications: Specify or Train?,10.1109/cain66642.2025.00047,ID_EXACT,1.0,
388,IEEE,IEEE_S1_batch_381-400.jsonl,11030592,A Systematic Survey on Black-Box Attacks in Large Language Models Within Communication Networks,MATCHED,A Systematic Survey on Black-Box Attacks in Large Language Models Within Communication Networks,A Systematic Survey on Black-Box Attacks in Large Language Models Within Communication Networks,10.1109/mnet.2025.3578610,ID_EXACT,1.0,
389,IEEE,IEEE_S1_batch_381-400.jsonl,11020575,TAPDA: Text Adversarial Purification as Defense Against Adversarial Prompt Attack for Large Language Models,MATCHED,TAPDA: Text Adversarial Purification as Defense Against Adversarial Prompt Attack for Large Language Models,TAPDA: Text Adversarial Purification as Defense Against Adversarial Prompt Attack for Large Language Models,10.1109/icaace65325.2025.11020575,ID_EXACT,1.0,
390,IEEE,IEEE_S1_batch_381-400.jsonl,11016426,Integrating Generative AI in Cybersecurity Curricula,MATCHED,Integrating Generative AI in Cybersecurity Curricula,Integrating Generative AI in Cybersecurity Curricula,10.1109/educon62633.2025.11016426,ID_EXACT,1.0,
391,IEEE,IEEE_S1_batch_381-400.jsonl,11020711,JailbreakLens: Visual Analysis of Jailbreak Attacks Against Large Language Models,MATCHED,JailbreakLens: Visual Analysis of Jailbreak Attacks Against Large Language Models,JailbreakLens: Visual Analysis of Jailbreak Attacks Against Large Language Models,10.1109/tvcg.2025.3575694,ID_EXACT,1.0,
392,IEEE,IEEE_S1_batch_381-400.jsonl,11011372,Prevention of Prompt Injection Attacks Over Financial Applications Integrated with LLM,MATCHED,Prevention of Prompt Injection Attacks Over Financial Applications Integrated with LLM,Prevention of Prompt Injection Attacks Over Financial Applications Integrated with LLM,10.1109/incacct65424.2025.11011372,ID_EXACT,1.0,
393,IEEE,IEEE_S1_batch_381-400.jsonl,11008146,’Ignore All and Accept My Resume’: The Impact of Prompt Injection in Automatic Resume Screening,MATCHED,’Ignore All and Accept My Resume’: The Impact of Prompt Injection in Automatic Resume Screening,’Ignore All and Accept My Resume’: The Impact of Prompt Injection in Automatic Resume Screening,10.1109/iraset64571.2025.11008146,ID_EXACT,1.0,
394,IEEE,IEEE_S1_batch_381-400.jsonl,11008269,Ghosts in the Markup: Techniques to Fight Large Language Model-Powered Web Scrapers,MATCHED,Ghosts in the Markup: Techniques to Fight Large Language Model-Powered Web Scrapers,Ghosts in the Markup: Techniques to Fight Large Language Model-Powered Web Scrapers,10.23919/fruct65909.2025.11008269,ID_EXACT,1.0,
